id	text_name	author	deprecated	correct_spelling_id	synonym_id	rank
433	Bovista pila	Berk. & M.A. Curtis	0	NULL	NULL	4
436	Boletus satanas	Lenz	1	NULL	4785	4
438	Armillaria sinapina	Bérubé & Dessur.	0	NULL	NULL	4
439	Cryptoporus volvatus	(Peck) Shear	0	NULL	3197	4
440	Heterobasidion annosum	(Fr.) Bref.	0	NULL	4896	4
441	Russula brevipes var. acrior	Shaffer	0	NULL	NULL	2
442	Fistulina hepatica	(Schaeff.) With.	0	NULL	7125	4
443	Multiclavula mucida	(Fr.) R.H. Petersen	0	NULL	NULL	4
445	Panaeolus antillarum	(Fr.) Dennis	0	NULL	10212	4
446	Phellinus	Quél.	0	NULL	3613	9
447	Agaricus bernardii	Quél.	1	31753	3622	4
448	Russula brunneola	Burl.	0	NULL	NULL	4
449	Verpa conica	(O.F. Müll.) Sw.	0	NULL	NULL	4
450	Psilocybe inquilina	(Fr.) Bres.	1	NULL	2809	4
451	Cordyceps capitata	(Holmsk.) Link	1	NULL	2520	4
452	Phylloporus rhodoxanthus	(Schwein.) Bres.	0	NULL	646	4
453	Suillus luteus	(L.) Roussel	0	NULL	374	4
454	Inonotus hispidus	(Bull.) P. Karst.	0	NULL	4656	4
455	Dermocybe malicoria		1	NULL	101	4
456	Amanita baccata	sensu D. Arora	1	NULL	9433	4
457	Amanita aprica	J. Lindgr. & Tulloss	0	NULL	3115	4
458	Bjerkandera adusta	(Willd.) P. Karst.	0	NULL	4664	4
460	Geopora cooperi	Harkn.	0	NULL	130	4
461	Psilocybe cubensis	(Earle) Singer	0	NULL	7126	4
462	Craterellus cinereus	(Pers. : Fr.) Donk, nom. cons.	0	NULL	2733	4
463	Dermocybe phoenicea	(Vent.) M.M. Moser	1	NULL	110	4
464	Dermocybe phoenicea var. occidentalis	(A.H. Sm.) Ammirati	1	NULL	3304	2
465	Hygrophorus calyptraeformis		1	5533	2911	4
466	Stereum ochraceoflavum	(Schwein.) Ellis	0	NULL	NULL	4
467	Parmastomyces transmutans	(Overh.) Ryvarden & Gilb.	1	NULL	427	4
468	Pluteus lutescens	(Fr.) Bres.	1	NULL	2516	4
469	Lepiota subincarnata	J.E. Lange	0	NULL	NULL	4
470	Panaeolus papilionaceus	(Bull.) Quél.	0	NULL	10071	4
471	Vascellum pratense	(Pers.) Kreisel	1	NULL	403	4
472	Lyophyllum decastes	(Fr.) Singer	0	NULL	9991	4
473	Tricholoma fracticum	(Britzelm.) Kreisel	0	NULL	NULL	4
474	Amanita smithiana	Bas	0	NULL	NULL	4
475	Boletopsis subsquamosa	(Fr.) Kotl. & Pouzar	1	NULL	3831	4
476	Boletopsis subsquamosa group		0	NULL	NULL	16
477	Boletus chrysenteron	Bull.	1	NULL	10076	4
479	Cantharellus	Adans. ex Fr.	0	NULL	9574	9
480	Chroogomphus vinicolor	(Peck) O.K. Mill.	0	NULL	9454	4
481	Coprinus	Pers.	0	NULL	540	9
482	Hygrophorus bakerensis	A.H. Sm. & Hesler	0	NULL	NULL	4
483	Hygrophorus discoideus	(Pers.) Fr.	0	NULL	NULL	4
484	Hygrophorus discoideus var. californicus	Largent	0	NULL	NULL	2
485	Leccinum insigne	A.H. Sm., Thiers & Watling	0	NULL	10065	4
486	Pholiota aurivela		1	3328	8981	4
487	Pholiota aurivela group		1	30406	8981	16
488	Polyporus badius	(Pers.) Schwein.	1	NULL	2876	4
489	Ramaria raslispora		1	86	520	4
490	Russula dissimulans	Shaffer	0	NULL	NULL	4
491	Russula xerampelina	(Schaeff.) Fr.	0	NULL	4825	4
492	Sarcodon imbricatum	(L.) P. Karst.	1	3674	341	4
493	Suillus pseudobrevipes	A.H. Sm. & Thiers	0	NULL	NULL	4
494	Suillus pungens	Thiers & A.H. Sm.	0	NULL	NULL	4
495	Suillus umbonatus	E.A. Dick & Snell	0	NULL	NULL	4
496	Tricholoma imbricatum	(Fr.) P. Kumm.	0	NULL	NULL	4
497	Battarrea phalloides	(Dicks.) Pers.	0	NULL	35	4
498	Stemonitis fusca	Roth	0	NULL	NULL	4
499	Lepiota roseifolia	Murrill	0	NULL	NULL	4
500	Crepidotus	(Fr.) Staude	0	NULL	9731	9
501	Pholiota terrestris	Overh.	0	NULL	NULL	4
502	Suillus albivelatus	A.H. Sm., Thiers & O.K. Mill.	0	NULL	NULL	4
503	Hypoxylon thouarsianum	(Lév.) Lloyd	1	NULL	607	4
504	Lepiota glatfelteri	Peck	0	NULL	NULL	4
506	Clitocybe nuda	(Fr.) H.E. Bigelow & A.H. Sm.	0	NULL	8882	4
507	Morchella rufobrunnea	Guzmán & F. Tapia	0	NULL	NULL	4
508	Chalciporus piperatus	(Bull.) Bataille	0	NULL	688	4
509	Lactarius torminosus	(Schaeff.) Gray	0	NULL	3689	4
510	Osteina obducta	(Berk.) Donk	0	NULL	288	4
511	Phycomyces blakesleeanus	Burgeff	0	NULL	NULL	4
512	Russula nigricans	(Bull.) Fr.	0	NULL	NULL	4
514	Truncocolumella citrina	Zeller	0	NULL	NULL	4
515	Tylopilus porphyrosporus	(Fr. & Hök) A.H. Sm. & Thiers	1	NULL	2542	4
516	Lepiota	(Pers.) Gray	0	NULL	5544	9
517	Steccherinum ochraceum	(Pers.) Gray	0	NULL	4960	4
518	Parmeliaceae		0	NULL	NULL	10
519	Daedaleopsis tricolor	(Bull.) Bondartsev & Singer	0	NULL	2932	4
520	Coprinopsis lagopus	(Fr.) Redhead, Vilgalys & Moncalvo	0	NULL	549	4
521	Coprinellus silvaticus	(Peck) Gminder, in Krieglsteiner & Gminder	0	NULL	NULL	4
522	Gomphidius oregonensis	Peck	0	NULL	NULL	4
523	Panaeolus acuminatus	(Schaeff.) Quél.	0	NULL	3170	4
524	Russula veternosa	Fr.	0	NULL	NULL	4
525	Tyromyces chioneus	(Fr.) P. Karst.	0	NULL	402	4
526	Coprinellus atramentaria		1	298	83	4
527	Marasmiellus candidus	(Fr.) Singer	0	NULL	2574	4
528	Mycena leptocephala	(Pers.) Gillet	0	NULL	4700	4
529	Mycena maculata	P. Karst.	0	NULL	NULL	4
530	Phaeocollybia	R. Heim	0	NULL	3694	9
531	Rhizopogon	Fr. & Nordholm	0	NULL	2824	9
532	Trichaptum fuscoviolaceum	(Ehrenb.) Ryvarden	0	NULL	7872	4
533	Xeromphalina cauticinalis	(With.) Kühner & Maire	0	NULL	NULL	4
534	Phellodon atratus	K.A. Harrison	0	NULL	3701	4
535	Tubaria furfuracea	(Pers.) Gillet	0	NULL	515	4
536	Astraeus hygrometricus	(Pers.) Morgan	0	NULL	7141	4
537	Lactarius scrobiculatus	(Scop.) Fr.	0	NULL	NULL	4
538	Russula basifurcata	Peck	0	NULL	NULL	4
539	Psathyrella velutina	(Pers.) Singer	1	NULL	620	4
540	Tubaria confragosa	(Fr.) Harmaja	0	NULL	396	4
541	Hebeloma crustuliniforme	(Bull.) Quél.	0	NULL	5584	4
542	Mycenastrum corium	(Guers.) Desv.	0	NULL	NULL	4
543	Amanita lanei	(Murr.) Sacc. & Trott.	1	NULL	3205	4
544	Boletus subtomentosus	L.	1	NULL	645	4
545	Crepidotus herbarum	(Peck) Sacc.	1	NULL	3131	4
546	Crucibulum laeve	(Huds.) Kambly	0	NULL	6648	4
547	Lepiota seminuda		1	NULL	610	4
548	Mycena californiensis	(Berk. & M.A. Curtis) Sacc.	0	NULL	NULL	4
549	Mycena murina	Murrill	1	NULL	277	4
550	Mycena murina group		0	NULL	NULL	16
552	Psathyrella gracilis group		1	NULL	5563	16
553	Agaricus subrutilescens	(Kauffman) Hotson & D.E. Stuntz	0	NULL	NULL	4
554	Agrocybe	Fayod	0	NULL	NULL	9
555	Armillaria ostoyae	(Romagn.) Herink	0	NULL	667	4
556	Chroogomphus ochraceus	(Kauffman) O.K. Mill.	0	NULL	NULL	4
557	Dacrymyces chrysospermus	Berk. & M.A. Curtis	0	NULL	3155	4
558	Gloeophyllum saepiarium		1	1277	131	4
560	Laccaria amethysteo-occidentalis	G.M. Muell.	0	NULL	2510	4
561	Lepiota roseolivida	Murrill	1	51124	7647	4
562	Leucoagaricus rubrotinctus	(Beeli) Singer	1	NULL	244	4
563	Mycena capillaripes	Peck	0	NULL	NULL	4
564	Mycena purpureofusca	(Peck) Sacc.	0	NULL	5722	4
565	Polyporus alveolaris	(DC.) Bondartsev & Singer	1	NULL	4455	4
566	Tricholoma muricatum	Shanks	0	NULL	NULL	4
567	Tricholoma portentosum	(Fr.) Quél.	0	NULL	NULL	4
568	Clavaria argillacea	Pers.	0	NULL	NULL	4
569	Pluteus leoninus	(Schaeff.) P. Kumm.	0	NULL	7381	4
570	Boletus flaviporus	Earle	1	NULL	3424	4
571	Lepiota cristata	(Bolton) P. Kumm.	0	NULL	NULL	4
572	Marasmius candidus	(Bolton) Fr.	1	NULL	2574	4
573	Nolanea stricta	Peck	1	3165	276	4
574	Peziza sylvestris	(Boud.) Sacc. & Trotter	1	NULL	294	4
575	Lepiota neophana	Morgan	0	NULL	NULL	4
576	Calocera cornea	(Batsch) Fr.	0	NULL	7140	4
577	Tubaria conspersa	(Pers.) Fayod	0	NULL	NULL	4
579	Postia caesia	(Schrad.) P. Karst.	1	NULL	524	4
580	Ramaria leptoformosus		1	3530	3638	4
581	Clitocybe dealbata	(Sowerby) Gillet	0	NULL	76	4
583	Polyporus elegans	Bull.	1	NULL	5819	4
585	Boletus aereus	Bull.	0	NULL	NULL	4
586	Calvatia fragilis	(Vittad.) Morgan	1	NULL	3034	4
587	Crepidotus applanatus	(Pers.) P. Kumm.	0	NULL	7005	4
588	Russula cremoricolor	Earle	0	NULL	NULL	4
589	Scleroderma geaster	Fr.	1	NULL	353	4
590	Volvariella speciosa	(Fr.) Singer	1	NULL	593	4
591	Inocybe lanatodisca	Kauffman	1	NULL	9613	4
592	Leucopaxillus gentianeus	(Quél.) Kotl.	0	NULL	3480	4
594	Leptonia	(Fr.) P. Kumm.	0	NULL	9703	9
595	Mycena elegantula	Peck	0	NULL	NULL	4
597	Tricholoma dryophilum	(Murrill) Murrill	0	NULL	NULL	4
598	Tubaria	(W.G. Sm.) Gillet	0	NULL	8939	9
599	Dacrymyces deliquescens		1	NULL	97	4
600	Inocybe jurana	(Pat.) Sacc.	1	NULL	490	4
601	Macrolepiota rachodes	(Vittadini) Singer	1	3073	491	4
602	Mycena sanguinolenta	(Alb. & Schwein.) P. Kumm.	0	NULL	9566	4
603	Psathyrella candolleana	(Fr.) Maire	1	NULL	9435	4
605	Tricholoma ustale	(Fr.) P. Kumm.	0	NULL	6023	4
606	Hebeloma	(Fr.) P. Kumm.	0	NULL	4119	9
607	Nolanea edulis	(Peck) Largent	0	NULL	6408	4
608	Agaricus micromegathus	Peck	1	21459	2842	4
609	Agaricus osecanus	Pilát	0	NULL	17	4
610	Agaricus silvicola	(Vittad.) Peck	1	1495	19	4
611	Calvatia bovista	(L.) Pers.	0	NULL	9376	4
612	Clavulina cinerea	(Bull.) J. Schröt.	0	NULL	NULL	4
613	Coltricia	Gray	0	NULL	5377	9
614	Cortinarius glaucopus	(Schaeff.) Fr.	1	NULL	10178	4
615	Cortinarius infractus	Berk. ex Mussat nom. inval.	1	NULL	4071	4
616	Cortinarius trivialis	J.E. Lange	0	NULL	NULL	4
617	Entoloma lividoalbum	(Kühner & Romagn.) Kubička	0	NULL	483	4
618	Helvella acetabulum	(L.) Quél.	0	NULL	NULL	4
619	Hygrophorus sordidus	Peck	0	NULL	NULL	4
620	Inocybe fastigiata	(Schaeff.) Quél.	1	NULL	9349	4
621	Lacaria bicolor		1	678	224	4
622	Lepista bruneocephala		1	2884	10193	4
623	Pluteus petasatus	(Fr.) Gillet	0	NULL	314	4
624	Psathyrella uliginicola	McKnight & A.H. Sm.	1	NULL	2851	4
625	Russula pectinatoides	Peck	0	NULL	NULL	4
626	Tricholoma griseoviolaceum	Shanks	0	NULL	NULL	4
627	Boletus mendocinensis	Thiers	1	NULL	6058	4
629	Hypogymnia imshaugi		1	4935	3640	4
630	Sphaerophorus globosus	(Hudson) Vainio	0	NULL	2905	4
632	Cladonia asahinae	J.W. Thomson	0	NULL	NULL	4
633	Cladonia macilenta	Hoffm.	0	NULL	1112	4
634	Letharia vulpina	(L.) Hue	0	NULL	1583	4
635	Lobaria pulmonaria	(L.) Hoffm.	0	NULL	1615	4
636	Ochrolechia subpalescens		1	6626	707	4
637	Parmotrema chinense	(Osbeck) Hale & Ahti	1	NULL	1854	4
638	Pseudocyphelaria anomala		1	6172	693	4
639	Pseudocyphelaria anthraspis		1	6173	694	4
640	Ramalina subleptocarpha	Rundel & Bowler	0	NULL	NULL	4
642	Ramariaceae		1	NULL	3195	10
643	Mucronella bresadolae	(Quél.) Corner	0	NULL	NULL	4
644	Russula semirubra	Singer	1	NULL	10067	4
645	Russula versicolor	Jul. Schäff.	0	NULL	NULL	4
646	Lactarius chrysorheus	Fr.	1	6315	675	4
647	Stereum hirsutum var. complicatum		1	NULL	359	2
648	Albatrellus flettii	Morse ex Pouzar	1	NULL	8930	4
649	Amanita flavivolvata		0	NULL	NULL	4
650	Amanita vaginata	(Bull.) Lam.	0	NULL	30	4
651	Arcangeliella varigata	Thiers	1	1455	2604	4
652	Boletus rubripes	Thiers	1	NULL	4578	4
653	Boletus smithii	Thiers	0	NULL	NULL	4
655	Cortinarius alboviolaceus	(Pers.) Fr.	0	NULL	9399	4
656	Cortinarius cylindripes	Kauffman	0	NULL	NULL	4
657	Entoloma bloxami	(Berk.) Sacc.	1	NULL	113	4
658	Entoloma nidorosum	(Fr.) Quél.	0	NULL	485	4
659	Entoloma nidorosum group		0	NULL	NULL	16
660	Gymnopilus ventricosus	(Earle) Hesler	0	NULL	7317	4
661	Inocybe lilacina	(Peck) Kauffman	0	NULL	3833	4
662	Lactarius cremoricolor		0	NULL	NULL	4
663	Lactarius deliciosus	(L.) Gray	0	NULL	4213	4
664	Lactarius pallescens var. pallescens	Hesler & A.H. Sm.	0	NULL	NULL	2
665	Lactarius pseudomucidus	Hesler & A.H. Sm.	0	NULL	6045	4
667	Lactarius subvillosus	Hesler & A.H. Sm.	0	NULL	NULL	4
668	Lepiota clypeolaria	(Bull.) P. Kumm.	0	NULL	9610	4
670	Melanoleuca melaleuca	(Pers.) Murrill	0	NULL	273	4
671	Micromphale sequoiae	Desjardin	1	NULL	6588	4
672	Oligoporus fragilis	(Fr.) Gilb. & Ryvarden	1	NULL	3919	4
673	Russula albonigra	(Krombh.) Fr.	0	NULL	NULL	4
674	Russula azurea	Bres.	0	NULL	NULL	4
675	Russula eccentrica	Peck	0	NULL	NULL	4
676	Russula vesca	Fr.	0	NULL	7425	4
677	Hygrophorus	Fr.	0	NULL	6424	9
678	Laccaria bicolor	(Maire) P.D. Orton	0	NULL	224	4
679	Dacrymyces stillatus	Nees	0	NULL	97	4
680	Russula elaeodes	(Bres.) Romagn. ex Bon	1	NULL	2539	4
681	Russula heterophylla	(Fr.) Fr.	0	NULL	4350	4
683	Hygrophorus agathosmus	(Fr.) Fr.	0	NULL	NULL	4
684	Myxomphalia maura	(Fr.) Hora	0	NULL	5557	4
686	Hygrophorus subalpinus	A.H. Sm.	0	NULL	NULL	4
687	Dermocybe cinnamomea	(L.) M.M. Moser	1	NULL	109	4
688	Nolanea cetrata f. cetrata	(Fr.) P. Kumm.	0	NULL	NULL	1
689	Nolanea cetrata f. minimospora	Largent	0	NULL	NULL	1
690	Hygrophorus gliocyclus	Fr.	0	NULL	NULL	4
691	Tricholoma myomyces	(Pers.) J.E. Lange	1	NULL	2832	4
692	Nidula niveotomentosa	(Henn.) Lloyd	0	NULL	NULL	4
693	Entoloma rhodopolium	(Fr.) P. Kumm.	0	NULL	486	4
694	Entoloma rhodopolium group	Arora	0	NULL	NULL	16
695	Lactarius subviscidus	Hesler & A.H. Sm.	0	NULL	NULL	4
696	Mycena galericulata	(Scop.) Gray	0	NULL	4079	4
697	Psathyrella hydrophila	(Bull.) Maire	1	NULL	548	4
698	Tricholoma pessundatum	(Fr.) Quél.	0	NULL	NULL	4
699	Tricholoma pessundatum group		0	NULL	NULL	16
700	Hygrophorus hypothejus	(Fr.) Fr.	0	NULL	2821	4
701	Galerina vittaeformis	(Fr.) Earle	1	NULL	2928	4
702	Tubaria heimalis		1	4989	515	4
703	Phylloporus	Quél.	0	NULL	4629	9
704	Lactarius luculentus	Burl.	0	NULL	NULL	4
705	Lactarius rufulus	Peck	0	NULL	NULL	4
706	Russula queletii	Fr.	0	NULL	3752	4
707	Tapinella panuoides	(Batsch) E.-J. Gilbert	0	NULL	523	4
708	Otidea bufonia	(Pers.) Boud.	0	NULL	NULL	4
710	Armillaria cepistipes	Velen.	0	NULL	6418	4
711	Cortinarius ponderosus	A.H. Sm.	0	NULL	NULL	4
712	Entoloma speculum	(Fr.) Quél.	0	NULL	484	4
713	Galerina marginata	(Batsch) Kühner	0	NULL	9417	4
714	Hygrocybe singeri	(A.H. Sm. & Hesler) Singer	0	NULL	4425	4
715	Leptonia subviduensis	Largent	0	NULL	6911	4
716	Russula olivacea	(Schaeff.) Fr.	0	NULL	NULL	4
717	Tremellodendropsis tuberosa	(Grev.) D.A. Crawford	0	NULL	NULL	4
718	Macrocystidia	Joss.	0	NULL	3242	9
719	Phylloporus arenicola	A.H. Sm. & Trappe	0	NULL	NULL	4
721	Panaeolus sphinctrinus	(Fr.) Quél.	1	NULL	10071	4
723	Cortinarius laniger	Fr.	0	NULL	NULL	4
724	Cortinarius obtusus	(Fr.) Fr.	0	NULL	NULL	4
725	Cortinarius obtusus group		0	NULL	NULL	16
726	Gymnopilus bellulus	(Peck) Murrill	0	NULL	10162	4
727	Hygrocybe acutoconica	(Clem.) Singer	0	NULL	8906	4
728	Hygrophorus brunneus	Largent	0	NULL	NULL	4
729	Inocybe maculata	Boud.	1	NULL	9575	4
730	Otidea leporina	(Batsch) Fuckel	0	NULL	NULL	4
731	Tricholoma sejunctum	(Sowerby) Quél.	0	NULL	2827	4
734	Hygrocybe nigrescens	(Quél.) Kühner	1	NULL	7894	4
737	Russula amoena	Quél.	0	NULL	NULL	4
738	Albatrellus	Gray	0	NULL	2609	9
739	Alboleptonia	Largent & R.G. Benedict	1	NULL	5010	9
740	Aleuria	Fuckel	0	NULL	NULL	9
741	Arcangeliella	Cavara	1	NULL	10087	9
742	Astraeus	Morgan	0	NULL	NULL	9
743	Auriscalpium	Gray	0	NULL	NULL	9
744	Austroboletus	(Corner) Wolfe	0	NULL	9595	9
746	Bjerkandera	P. Karst.	0	NULL	7024	9
747	Bolbitius	Fr.	0	NULL	46	9
748	Boletopsis	Fayod	0	NULL	NULL	9
750	Bondarzewia	Singer	0	NULL	2598	9
751	Bovista	Pers.	0	NULL	6580	9
752	Brauniellula		0	NULL	NULL	9
753	Calbovista	Morse ex M.T. Seidl	0	NULL	NULL	9
754	Callistosporium	Singer	0	NULL	9282	9
755	Calocera	(Fr.) Fr.	0	NULL	NULL	9
756	Caloscypha	Boud.	0	NULL	NULL	9
757	Calvatia	Fr.	0	NULL	51	9
758	Camarophyllus	(Fr.) P. Kumm. sensu Singer	1	NULL	3884	9
759	Caulorhiza	Lennox	0	NULL	NULL	9
760	Chalciporus	Bataille	0	NULL	NULL	9
761	Chlorophyllum	Massee	0	NULL	NULL	9
762	Chroogomphus	(Singer) O.K. Mill.	0	NULL	5574	9
763	Chrysomphalina	Clémençon	0	NULL	NULL	9
764	Ciboria	Fuckel	0	NULL	NULL	9
765	Cladonia	P. Browne	0	NULL	3799	9
766	Clavaria	Vaill. ex L.	0	NULL	4431	9
767	Clavariadelphus	Donk	0	NULL	NULL	9
768	Clavulina	J. Schröt.	0	NULL	NULL	9
769	Clavulinopsis	Overeem	0	NULL	3700	9
770	Clitopilus	(Fr. ex Rabenh.) P. Kumm.	0	NULL	NULL	9
771	Conocybe	Fayod	0	NULL	4105	9
772	Contumyces	Redhead, Moncalvo, Vilgalys & Lutzoni	0	NULL	NULL	9
773	Cordyceps	Fr.	0	NULL	5750	9
774	Craterellus	Pers.	0	NULL	3457	9
775	Crucibulum	Tul. & C. Tul.	0	NULL	NULL	9
776	Cryptoporus	(Peck) Shear	0	NULL	6093	9
777	Cyathus	Haller	0	NULL	5493	9
778	Cystoderma	Fayod	0	NULL	5532	9
779	Dacrymyces	Nees	0	NULL	8835	9
780	Daedaleopsis	J. Schröt.	0	NULL	NULL	9
781	Dermocybe	(Fr.) Wünsche	1	NULL	3074	9
782	Echinodontium	Ellis & Everh.	0	NULL	9358	9
783	Exidia	Fr.	0	NULL	NULL	9
784	Exobasidium	Woronin	0	NULL	NULL	9
785	Fistulina	Bull.	0	NULL	NULL	9
786	Flammulina	P. Karst.	0	NULL	159	9
787	Floccularia	Pouzar	0	NULL	NULL	9
788	Fomitopsis	P. Karst.	0	NULL	5956	9
789	Fuligo	Haller	0	NULL	4104	9
790	Ganoderma	P. Karst.	0	NULL	5554	9
791	Gautieria	Vittad.	0	NULL	NULL	9
792	Geoglossum	Pers.	0	NULL	7112	9
793	Geopora	Harkn.	0	NULL	9747	9
794	Gloeophyllum	P. Karst.	0	NULL	6763	9
795	Gomphidius	Fr.	0	NULL	6082	9
797	Grifola	Gray	0	NULL	133	9
798	Gymnopilus	P. Karst.	0	NULL	6307	9
799	Gyromitra	Fr.	0	NULL	5237	9
800	Helvella	L.	0	NULL	4817	9
801	Hericium	Pers.	0	NULL	3776	9
802	Heterobasidion	Bref.	0	NULL	4066	9
803	Hohenbuehelia	Schulzer	0	NULL	6176	9
804	Hydnellum	P. Karst.	0	NULL	5625	9
805	Hydnum	L.	0	NULL	177	9
806	Hygrophoropsis	(J. Schröt.) Maire ex Martin-Sans	0	NULL	5577	9
807	Hypholoma	(Fr.) P. Kumm.	0	NULL	3664	9
808	Hypogymnia	(Nyl.) Nyl.	0	NULL	NULL	9
809	Hypomyces	(Fr.) Tul. & C. Tul.	0	NULL	10183	9
810	Hypoxylon	Bull.	0	NULL	6430	9
811	Inonotus	P. Karst.	0	NULL	6164	9
812	Jahnoporus	Nuss	0	NULL	NULL	9
813	Lacaria		1	814	225	9
814	Laccaria	Berk. & Broome	0	NULL	225	9
815	Lactarius	Pers.	0	NULL	10087	9
816	Laetiporus	Murrill	0	NULL	8861	9
817	Lenzites	Fr.	1	NULL	9695	9
818	Leocarpus	Link	0	NULL	NULL	9
819	Leotia	Pers.	0	NULL	3738	9
821	Letharia	(Th. Fr.) Zahlbr.	0	NULL	NULL	9
822	Leucocoprinus	Pat.	0	NULL	3788	9
823	Leucopaxillus	Boursier	0	NULL	5798	9
824	Limacella	Earle	0	NULL	6031	9
825	Lobaria	(Schreb.) Hoffm.	0	NULL	NULL	9
826	Lyophyllum	P. Karst.	0	NULL	NULL	9
827	Lysurus	Fr.	0	NULL	256	9
828	Macrolepiota	Singer	0	NULL	NULL	9
829	Macrotyphula	R.H. Petersen	0	NULL	NULL	9
831	Marasmiellus	Murrill	1	NULL	9593	9
832	Marasmius	Fr.	0	NULL	3432	9
833	Melanopus		0	NULL	NULL	9
834	Microglossum	Gillet	0	NULL	NULL	9
835	Micromphale	Gray	1	NULL	3913	9
836	Morchella	Dill. ex Pers.	0	NULL	8866	9
837	Mucronella	Fr.	0	NULL	4437	9
838	Multiclavula	R.H. Petersen	0	NULL	NULL	9
839	Myxomphalia	Hora	0	NULL	5556	9
840	Neolecta	Speg.	0	NULL	278	9
841	Neolentinus	Redhead & Ginns	0	NULL	NULL	9
842	Nidula	V.S. White	0	NULL	NULL	9
843	Ochrolechia	A. Massal.	0	NULL	NULL	9
844	Oligoporus	Bref.	0	NULL	3008	9
845	Omphalotus	Fayod	0	NULL	6700	9
846	Ossicaulis	Redhead & Ginns	0	NULL	NULL	9
847	Osteina	Donk	0	NULL	NULL	9
848	Otidea	(Pers.) Bonord.	0	NULL	3385	9
849	Panellus	P. Karst.	0	NULL	4014	9
850	Parasola	Redhead, Vilgalys & Hopple	0	NULL	NULL	9
851	Parmastomyces		0	NULL	NULL	9
852	Parmotrema	A. Massal.	0	NULL	1829	9
853	Paxillus	Fr.	0	NULL	6481	9
854	Phaeolus	(Pat.) Pat.	0	NULL	295	9
855	Phallus	Junius ex L.	0	NULL	9705	9
856	Phellodon	P. Karst.	0	NULL	7066	9
857	Phycomyces	Kunze	0	NULL	NULL	9
858	Phyllotopsis	E.-J. Gilbert & Donk ex Singer	0	NULL	7267	9
859	Pisolithus	Alb. & Schwein.	0	NULL	308	9
860	Plectania	Fuckel	0	NULL	NULL	9
861	Pleurotus	(Fr.) P. Kumm.	0	NULL	6325	9
862	Polyporus	P. Micheli ex Adans.	0	NULL	6949	9
863	Postia	Fr.	0	NULL	6645	9
864	Psathyrella	(Fr.) Quél.	0	NULL	9438	9
865	Pseudoclitocybe	(Singer) Singer	0	NULL	3857	9
866	Pseudocolus	Lloyd	0	NULL	9992	9
867	Pseudocyphelaria		1	6171	692	9
868	Pseudohydnum	P. Karst.	0	NULL	326	9
870	Pulveroboletus	Murrill	0	NULL	5737	9
871	Pycnoporus	P. Karst.	0	NULL	9630	9
872	Pyronema	Carus	0	NULL	NULL	9
873	Ramalina	Ach.	0	NULL	NULL	9
875	Sarcodon	Quél. ex P. Karst.	0	NULL	2825	9
877	Sarcosphaera	Auersw.	0	NULL	9441	9
878	Schizophyllum	Fr.	0	NULL	3920	9
879	Scutellinia	(Cooke) Lambotte	0	NULL	10109	9
880	Sparassis	Fr.	0	NULL	5957	9
881	Spathulariopsis	Maas Geest.	0	NULL	NULL	9
882	Sphaerophorus	Pers.	0	NULL	2906	9
883	Steccherinum	Gray	0	NULL	NULL	9
884	Stemonitis	Gled.	0	NULL	3241	9
885	Strobilomyces	Berk.	0	NULL	3728	9
886	Strobilurus	Singer	0	NULL	NULL	9
888	Tapinella	E.-J. Gilbert	0	NULL	NULL	9
889	Trametes	Fr.	0	NULL	9695	9
890	Tremellodendron	G.F. Atk.	1	NULL	2867	9
891	Tremellodendropsis	(Corner) D.A. Crawford	0	NULL	NULL	9
892	Trichaptum	Murrill	0	NULL	387	9
893	Trichoglossum	Boud.	0	NULL	NULL	9
894	Tricholomopsis	Singer	0	NULL	652	9
895	Truncocolumella	Zeller	0	NULL	NULL	9
897	Tylopilus	P. Karst.	0	NULL	401	9
898	Tyromyces	P. Karst.	0	NULL	NULL	9
899	Vascellum	F. Šmarda	0	NULL	NULL	9
900	Verpa	Sw.	0	NULL	NULL	9
901	Volvariella	Speg.	0	NULL	404	9
902	Xerocomus	Quél.	0	NULL	648	9
903	Xylaria	Hill ex Schrank	0	NULL	6437	9
904	Stereum striatum	(Fr.) Fr.	0	NULL	368	4
905	Tricholoma atroviolaceum	A.H. Sm.	0	NULL	NULL	4
906	Lycoperdon umbrinum	Pers.	0	NULL	5958	4
907	Hydnellum aurantiacum	(Batsch) P. Karst.	0	NULL	663	4
908	Tricholoma virgatum	(Fr.) P. Kumm.	0	NULL	394	4
909	Octospora	Hedw.	0	NULL	NULL	9
910	Hygrophorus pudorinus	(Fr.) Fr.	0	NULL	10080	4
911	Tricholoma	(Fr.) Staude	0	NULL	8911	9
913	Rhodocollybia oregonensis	(A.H. Sm.) Lennox	0	NULL	2497	4
914	Cortinarius phoeniceus	(Vent.) Maire	1	NULL	110	4
915	Cortinarius phoeniceus var. occidentalis	A.H. Sm.	1	NULL	3304	2
916	Cortinarius rubicundulus	(Rea) A. Pearson	1	NULL	93	4
917	Inocybe fuscodisca	(Peck) Massee	0	NULL	NULL	4
918	Lyophyllum infumatum	(Bres.) Kühner	0	NULL	NULL	4
919	Otidea alutacea	(Pers.) Massee	0	NULL	NULL	4
920	Paxillus panuoides	(Fr.) Fr.	1	NULL	523	4
921	Ramaria apiculata	(Fr.) Donk	0	NULL	NULL	4
